customer_id,user_name,ratings,review_head,review_body
review-def1d00a-71f1-441b-8bba-37ce5599cacb,Dinesh,4,On time Delivery,wd excellent way
review-0404072f-3ef4-403c-b140-61c84504cdb9,Flipkart Customer,3,Good,good
review-173b23b1-79d9-48a5-9ffd-5169ad9162ef,Swarnabha Banerjee,5,Excellent as always,dont think twice ordering wd hard drive already 4 wd products none disappointed
review-29f939dd-165f-4ee2-86af-dd3f5f0d3203,Kumar Arpit,4,Good choice,everything good appearance body plastic got 930gb usable speed good per usb capacity
review-0a026705-fce3-4604-96bf-16b053f1829d,Deepak Singhmar,5,Classy product,good
review-5fa0964b-3b8f-4f9c-8dc3-73363d478b94,Ssumeet Solanki,5,Awesome,awesome experience wd first hdd overhappy
review-ade7129c-f5bb-4683-89f3-7a83e01b55c3,Dhavalkumar Khambholja,1,Very poor product,poor copying speed heating problems returning back
review-649b1b64-53d0-461b-8db4-7867f772c800,Flipkart Customer,1,Waste of money!,hard disk working option return item back
review-9da3e928-81dc-460a-a45f-2650957f9371,Munish Batra,2,Bad quality,old mobel hdd much better look well 3 yr warranty previous model
review-1dbd79b9-e948-422b-8ce4-c7a8ce0eedac,Shubham Das,5,Outstanding external hard drive from WD...,im much happy spend money well external hard drivei bought product rs 9999 quite reasonable priceat price point difficult get like type huge 4 tb external hard drivecome product itselfproduct nicely packed air packet avoid get damage shippinghard drive look design really looking goodblack colourvery smooth nice finishbuild quality nothing say outstandingverread
review-b989ab91-226c-492e-b2f3-003ce585e1fd,sumit karanjee,4,Nice,good
review-748a0513-d5cd-4836-a503-0ce7a31be5a6,Avishek Mondal,3,Nice,good never ever directly connect tv else god bless
review-33e9d55a-1ba9-40e5-a25d-d89b0d478063,Niraj Desai,4,Very Good,looks niceyet start using
review-3bda5be9-9afd-4172-a75b-dba97a7c6212,sachin moses,5,Perfect product!,loved easy use
review-d50b50bd-2f58-4873-9c91-8fdb903e3365,Rahul Chauhan,5,Awesome and Handy,completely love hard disk
review-d39f4ddc-5fa3-44a0-9e98-d3048442f18f,Flipkart Customer,5,Excellent,faster transferring files
review-1bf87d93-e5c5-4fb8-a591-8fb6f22ed738,NEERAJ KUMAR,5,Must buy!,giving good speed data transferand got lesser price flipkart shopping sites
review-aaa64097-581b-47ef-9bdb-6497ab8de7ad,ROHIT KUMAR,5,Brilliant,really awesome full paise vasol performance good per pc pc give speed 2025 mb fast according pc work like hard disk part camputer like pen drive backup system totally waist time
review-a1c7779b-4821-46ad-bdda-6dc51de5d432,Mahendra Dasari,5,Super!,nyc product
review-13b6e095-a196-4bc3-8c05-e3b0980f217d,Prasad Bagrao,5,Awesome,awesome product
review-50dcf30a-ac33-470d-9568-5b2864629be7,Sanjay Rathore,4,Nice product,good product
review-b6668198-d4a1-43a0-9a69-f2b085d3260d,Ashish Vhatkar,5,Mind-blowing purchase,best hdd ever used
review-b9b9ff87-0396-4224-994d-aa0d65dcf95d,Aditya Khalapure,5,Highly recommended,great product wd get writting speed 75 mb reading speeed 4555mb giving review using 34 moths use usb 30 port recommend
review-b42d811a-6cc3-4685-b860-90ccce0b8505,Deepak Kumar,5,It's stylish and thick!,bold colors give funky look talking performance wd external hdds rangeits little bit thicker compared others body total plastic looks strong sturdy sure handle dropsplus point doesnt make considerable noise
review-952c16fa-b5e1-4f9c-a5b1-5daabff15d5a,Flipkart Customer,3,Decent product,vry smart lookbut wait 4 performance bcz hvnt much used
review-c0fce93c-55c9-43bf-8b0a-437ce2e079a3,Flipkart Customer,5,Highly recommended,good product
review-d5cf5520-93b6-4e29-924a-f81fa6e91cc2,Tejas Patil,4,Really Nice,hard disk great thick looks picture auto backup password protection features
review-c4ff8a8b-4028-4fe5-80d6-25e8f6d294ca,Abhishek Lapaniya,5,Brilliant,got product within 3 days everything product completely awesome
review-7dc37236-3cb7-4650-a642-202f5c68a161,sidharth kumar,5,A good one,writing review using 15daysits working great till nowprosgood speedgood looklight weightsmall sizeconsprone scratch
review-45ef7612-4232-4dae-9f60-1588c65870f9,vishnu narayanan,5,Brilliant,best one ever boughttransferring speed goodthe wd backup support also besthard disk weight less n design also good
review-3ed59586-a633-4546-a669-24970c6d5352,subash navaneethan,4,Worth the money,good product problem hard diski really love build quality colour 2
review-cd5e4225-bed8-4ced-bfe8-ff1c5db92b52,Surender pal Singh,5,Great product,amazing product resonable price thanks flipkart deliver product soon expect
review-d659fde9-99ec-4e97-9d66-d7fbbe3a772d,Vishal Tonde,5,Worth every penny,first 4tb hard drive small lightweight fast secure awesome thank
review-29a8116d-c2b6-43ce-82f4-52f79db0a2f6,aparna devi,5,Best in the market!,awesome dude 931 gb visibility ultra compact light weight 60mbps speed super grandmaster
review-e9f23ed4-38c6-4f09-940e-8b2f4d7572fa,Suganthan J,4,Delightful,best budget hard disk transfer speed good hard disk compact supports even android phone apps
review-883a12db-94a2-4780-bb4e-4d48bf0ae0ee,PARDEEP SINGH SANDHU,5,Must buy!,good product
review-c7d7cca7-73b6-4ece-8ef1-5d0769bea760,Vamsi Sriramdas,4,Good Product,nice product design
review-0d8bdcc6-77b8-4dc0-8f6a-f1b12b797932,Anmol Arora,5,Excellent,nice sarvice
review-65312e0c-4afc-4d84-bb87-2350871a3bb8,Flipkart Customer,1,Not satisfied after buying this product,1 flipkarts poor delivery service delivered 4 late days2 transfer speed 20 mbps promised would 120mbpsthats till lets see furtherdont buy thuis try segate lenovo
review-74634a79-d555-418e-a84d-cec3e9feb332,Flipkart Customer,4,Good choice,good
review-74673671-dfeb-417b-a036-8930fc0c2acb,Parth Chavda,5,Classy product,ordered product 19th april got delivered 22ndas soon opened got connected pc installed inbuilt softwarei bought laptop 1tb size 100gb left emptycopied photos videos documents plus game setups total size 412gb decided parts first copied photos songs aand videos 495gb copied 10min average 60mbps maximum 80mbps speedafter sread
review-cd90e660-423d-464b-ae45-95137b328311,DEEP UJJAL DAS,4,Worth the money,product good stylish toobut cost bit highoverall great
review-427d918e-3894-4498-8be8-3278f6be4fe9,Pratishtha Pandya,5,Worth every penny,good quick
review-25ff3d0b-4e66-460f-95a3-38d50d16f4ab,Flipkart Customer,5,Worth every penny,awesome
review-d7271918-7e87-4440-9ffb-4e5e663737a3,Flipkart Customer,4,Delightful,nice product colour recommended product
review-2be427d6-6f73-4db9-a515-9159b781ce82,Shailendra Goyal,5,Perfect product!,perfectvery well packed prompt dilivery
review-98a95618-c4e3-4f9e-b0f9-98503fbb5c9f,ARAVIND SUNIL KUMAR,5,Best in the market!,wd bestfor hard drive external internali already 1tb external hd wd elementsits work fine 2 yearsso spent product wasted
review-708d7b91-ecb7-432d-b89e-233852078b26,Jeetendra meena,4,Worth the money,great working capacity shown 931 gb software completely instead best class must buy love
review-1c263c4d-16eb-4cfc-b9e9-47eddeda25f3,Avinash B,5,Terrific purchase,good product
review-b05946aa-880d-432a-a783-9fc09f4c9eb5,Flipkart Customer,4,Good choice,everything good except build quality sterdy
review-ae49410a-9c71-40ac-83ce-d64f5c008d39,swadhin kalo,5,Simply awesome,nice producttransferring speed average
review-007793a4-e26c-4c94-a296-49ae9e0cdf7b,Abhijeet Mohanta,2,Bad quality,looked like
review-cbb7093a-bc34-4732-83e6-29a661ba9db7,Aman Meena,4,Delightful,works fine 30 speed faster expect
review-b12386a8-c957-4f35-acde-6a0a8df7e560,MOHD IBRAHIM MIR,5,Classy product,nice product worth price
review-ebd98af5-cc51-43af-8fcf-184b1c8952bb,Shrey Kumar,5,Brilliant,storage space low said 1tb compact design lovely colour
review-b69e735d-df6c-4e7d-ab29-2a13971e48b7,Nipun Naveen Hembrom,5,Perfect product!,good buy regrets happy
review-dcba12e3-0aca-4411-bf94-ce50af85673d,SURESH BABU,4,Pretty good,good product
review-805bddca-f5f1-4248-8b8a-f7deea131a36,Manikandan K,5,Highly recommended,good productdata transfer rate good
review-d77414a7-e296-4bff-bd50-bc373ffeb63b,Mayank kr Singh,5,good,good
review-56a45d5f-3970-4a62-9d66-c04bd3286569,Soumyabindu Bharadwaj,3,Fair,ok ok type
review-69d7ac00-9108-408f-a45a-9778c73daf7c,Flipkart Customer,4,Good quality product,nice
review-48defa80-2a60-4556-8d46-685fba40f414,Sai Shetty,5,Terrific,good
review-eaed9ae9-db5b-48c4-975a-cc2a0bbbf8dd,Amarjeet Chauhan,4,Very Good,nice slim
review-c92ea156-6a4c-4ad8-97e3-cbe08f50d7ed,Tousif Alam,5,Terrific purchase,awesome product
review-afdfde04-d185-4304-aa51-397ddaa62047,Manohar C P,4,Pretty good,good
review-203748c3-dc0e-4d19-96f0-285cf4475b8e,Vivek Sharma,4,Good quality product,good courier service product
review-1c4d3939-ee76-4cdc-8b75-83dddee1fad5,Hariesh Selva,5,Simply awesome,great product reliable speed qualitymy issue glossy portion scratches easilythe speed acceptable usb 30 hdd
review-574f56a7-b6b4-4446-af34-5e0f86f53891,Zaheer Syed,4,Delightful,good oneoffer excellent
review-13b94cd6-bf4f-4f85-8d23-6dd109262575,Niraj Kumar Singh,5,Worth every penny,best purchase good deal
review-3ddb3703-af75-45b5-859a-56a9b4e5b3e1,Rajesh kumar,4,Really Nice,good delivery package product also awesome
review-96905fbe-457d-4e44-b00f-e5546d2771b6,Anis Fathima Abdul wahid,4,Good choice,good
review-e38c4f66-a9af-45a8-849d-a2942cadc5a0,shivam mehrotra,5,Wonderful,good compact light weight looks great password protected
review-7c229393-54a8-4e21-a16f-4a226adc6d7d,Adithya Amaranth,5,Best product amongst hard drives....,reding speed upto 100 mbps writing speed upto 120 mbps awesome product
review-8591c88f-918c-480c-acb2-412f862f39f5,Tilak Sharma,4,Delightful,excellent purchase
review-27d4b40e-b9bf-40cd-834e-b8d8015850b0,GAUTAM KUMAR NANDA,5,Must buy!,working excellently
review-af38a27b-6043-40a8-98cb-1e43c4c51bdf,Flipkart Customer,5,Classy product,good product
review-2be24837-0e7f-4c08-832a-0f10abeb1210,Shishir Barethiya,5,Classy product,best external hard disk wd best brand memory world quality class apart weight light size compact easily carry jeans pockets
review-76f605e3-2555-4b6b-ad4a-918eb911495f,Anish Mondal,5,Worth every penny,best product
review-8db8f080-696a-4b12-86fb-568c2692f484,Rahul Kumar Ranjan,5,Simply awesome,got 3nd day placing orderthanks flipkartabout product build quality hard drive western digital awesomewhat like doesnt makes operating noise soundtransferred rate good toois short awesome product buy without hesitation
review-89db9c3b-c207-4176-b790-8225eb5ae999,Agilan S,4,Nice product,nice
review-2f814250-e76d-4a37-bfea-e80cdc627cd7,Umar Abdulla,4,Pretty good,gud nice one
review-64c3af3c-1d23-450b-9ab4-feb3d328a99a,Flipkart Customer,5,Awsome product.,delivery time using last one month working fantastically packing good still ill give 5star product quality
review-78439c48-1fcd-405a-90bd-c422f24b5176,Vishy,5,Classy product,received promised date exactly shown site good product definitely worth buying
review-29c17337-31f0-4477-96b4-a1fa2503c709,Flipkart Customer,4,How do I know if the power to detect HDD is low,passport work ps3i think low power supply ive done fat32 format still doesnt help please help
review-5886f107-1292-48e0-a8eb-5cb73755376e,Taranjit Singh,5,Terrific,nothing could better super
review-a3e005dd-260e-4516-90e2-a9dd0ed28148,Vivek Verma,4,Good,much good ok speed great around 2040 mbps
review-f788974e-3d65-40eb-b643-cc1cba5c6e52,Mohamed Riyas,5,Worth every penny,nice product provides 931gb free space writing speed upto 60gbsec attractive color bought blue version comes 3 yrs warranty recommend buy
review-3c27c921-7e3d-49de-874a-d0dae5ae9234,Bhavin Bharwad,1,Terrible product,supported led3rd class
review-ee9fb986-f045-4946-8794-0dc9d2400f7f,Flipkart Customer,5,Worth every penny,working goood
review-de705b58-5e27-4fb4-8c00-c27e62d203b4,Flipkart Customer,4,Good quality product,good
review-e8be8d4d-4004-415c-9710-f6f3128db8d4,Flipkart Customer,5,Excellent,great choice
review-f46c4656-008e-4768-aed5-81190aa330bb,Flipkart Customer,3,Faced minor issues,good performance transfer speed good average transfer speed 16 mbs
review-15a272f7-1ced-433d-a33e-b24e4cbd8e5c,Mohd Salim,4,Very Good,nice product
review-03ec9f64-6248-4434-ae17-13dff69a547d,Sai Mallikarjun,5,Terrific,original product
review-6157d216-81c1-41ba-b1b4-6659a6fb9337,Flipkart Customer,5,Very good product,superb product
review-39013016-acdb-4942-95a3-e2eb244da6a5,Flipkart Customer,5,Fabulous!,awesome
review-8d79f358-381b-4fa1-974c-91568254646a,Flipkart Customer,4,Pretty good,product fine cons gets scratched easily flipkart please shift ecomexpress ekart fking slow
review-1edc8be2-f8e6-4274-a1b5-6db9f3038fd2,DAROTHI ADHIKARY,5,Perfect product!,good product
review-df3174b7-62c0-4c3a-86d3-c63a2585f9f4,Haseeb Ahmad,5,Simply awesome,good product 9999 rupees external power required
review-f47bec0a-9745-46fd-b122-1f29c9d3fc87,Flipkart Customer,4,Nice product,nice
review-e840afc3-8b67-4156-bbf4-95ab740c2272,Flipkart Customer,4,Good quality product,nice one
review-31269be7-3fd6-4667-8eb7-426932db6c27,Soumalya Mondal,5,Highly recommended,awesome fast good looking sleek slim hasslefree portable got rs 3999 electronic sale satisfied would definitely recommend go
review-93e5fb55-1573-4205-9b6b-450ed56432bb,Flipkart Customer,4,Pretty good,nice productbut prone external damage due low quality plastic cover
review-c86674ca-fa21-4514-a477-02673d64d116,SUPRIYARAM SHANKAR,5,Awesome,nice one
review-6e0ce5aa-5191-47f8-9f2a-7e02ab7dc44e,Sanjay Kapoor,4,Wonderful,day bought wd external hard drive flipkart new experience speed fantastic
review-bd69c993-da88-4c57-afc6-9caecbbdfb7f,Alpa Patel,5,Simply awesome,terrific purchase 3600 great build quality fast transfer rate
review-3bc1a067-54a2-4c9c-a77d-951de1daf049,MAYURESH DRONKAR,4,Good quality product,got product 2days ahead schedule
review-58c0d9de-9498-47c7-b7a9-b9be9ddca5ec,Suman Kumar Baul,5,Super!,wd best nd new look hdd great got 3999 nd divine yellow color given happy look face nd thank flipkart
review-c271e1fa-fa84-4d43-8383-005a53136fbf,Nandkumar Hawale,5,Super!,nice product fast shipping
review-646d5272-ffed-48a1-b0ad-f54b7570655a,salim mohammad saberin,5,Mind-blowing purchase,good hard diskin 1tb actual gb 930 goodcloub backup domt use itlight weight smallgiid speed min 24mbps 35maxmbps
review-93d0a660-7ff8-4637-b3a8-0cd7c12bd37f,Ruve Narang,2,Slightly disappointed,stopped working 2 months huge data loss
review-bd0f856f-700b-4892-8b0d-b81063f9632c,Flipkart Customer,5,Classy product,fast usb 30
review-7e0fcf36-9413-4101-b46c-2f85d9c25fcc,Sharath Ps,5,Highly recommended,super ji
review-2961638c-401a-4b7b-8656-5203c1f82108,Flipkart Customer,4,Really Nice,good
review-1cc3b215-c667-44c4-8ed8-3be975f8c25b,pradeep,5,Super!,good product
review-61972da5-300e-4449-9e0a-f2d8a55aec03,GOVIND GUPTA,3,Good,good product best speed useful easy carry pocket
review-1fc20757-43f6-41e2-a7f6-098613c2c6e5,Vinothkumar Selva,4,Nice product,good product using 2 half months problems working smooth mannervery compact light weight
review-e8049d85-cb4a-4cf2-89bb-077d6eff7efd,Chandan Kumar,4,Delightful,good product sleek design
review-a041abf6-62e8-49ce-9fa3-fff51e063387,Ikkandath Nandakumar,5,Super!,compact nice worth punch
review-30d2d49d-9835-420a-909b-13410ac8ecf4,Pappu tibrewal,5,Terrific,like
review-b26e4fa3-df92-452e-aaa8-b66fd0ef69df,Apoorva Pattha,5,Simply awesome,best buy fastest delivery good product love use nice color
review-c6006290-d7ae-4a2e-9348-6df1db4ce72a,Badal Tone,5,Great product,nice product
review-93edc625-927c-4686-aa1e-21dac89a8dbe,Jaidev Senapati,4,Very Good,small handy product
review-e2a92d94-d1e3-4611-85b2-ad26568da91d,Ashish Shukla,5,Terrific purchase,awesomeas already wd trusted brand hard disks
review-6beed78d-fb59-481a-9995-3d14829f4e99,Flipkart Customer,5,Just wow!,awesome
review-7dd87ab1-2a23-4606-bb80-556266e8cf80,Yamini Raj,4,Good choice,still check heating performance particulars delivery hassle free packaging great registered product without problem update rating 5 fully satisfied long run got 3 year warranty
review-0f7932c5-3379-4b04-8d75-aeea6e59cd02,Aditya Rode,5,Best in the market!,good product
review-588a713b-bc0b-4ded-9fab-afe235f77a96,Aniket Sagar,4,Value-for-money,heating problm eveb using continuously 5hrs bt speed slow 55mbps upto mark
review-4afe0b3d-d2af-477d-86c6-7189a5130817,Tushar vats,5,Worth every penny,hdd good
review-43611f80-dc57-4e40-aa2d-a71bae541ede,Romit Nath,4,Delightful,bought hard drive week ago got 931 gb storage space drive pretty handy fit palm rw speed good ports laptop usb 30got warranty 3 years
review-e00ebac9-4cd8-461d-a757-5f2bf0753b98,Sanjay Kumar,5,Terrific purchase,awesome product handy great design
review-5822b2f5-d7bc-4f5d-9fcf-719ae624d186,sumit prajapat,5,Good,good
review-2a596b23-3210-47bc-8c13-f8dc9f043410,Nilesh Chorage,4,Very Good,using last couple days working fine nice product although packaging poor
review-8c48f018-cf11-4133-b131-b9ae39f48842,Ronak Panchal,5,Awesome,awesome
review-0f6fe9bc-9884-468b-b8aa-d98ae53ccaaa,Flipkart Customer,5,Just wow!,good exciting stuff timevery good delivery
review-a0ea30d5-6b22-4244-b97e-68266a6d08ef,Bharat Purohit,5,Super!,good
review-f6006980-df03-48bb-b435-df595a64e922,Hitesh Behal,4,WD,well well wd except transfer speed ie 1530 mb video small file speed slow wire length shortbut build quality good quite handy
review-ec677471-377d-4932-a5b4-6e471d38ccd0,Ninad Khire,4,Good choice,excellent product built quality better
review-2c315a98-0e37-47ce-bb49-1044280300b2,Flipkart Customer,5,Fabulous!,excellent product received hard drive timethanks flipkart delivering within 5 days design hard disk good usb 30 best received warranty 3 years also provides password protection overall good buy
review-37f087e3-bcb3-43e0-bf24-a04621c6bd44,Anuj Mittal,5,Mind-blowing purchase,great product
review-02d0ba3c-3689-4c17-a354-087c6577beba,Arun Siwach,5,Just wow!,good useful
review-52f89eaa-ad78-477a-8310-4a4eb80f0139,Flipkart Customer,5,Best in the market!,nice looking hard disk looks pic black would better blue
review-b99e2daf-dc7b-4ec6-9807-28985716ebfb,Nelson Joseph,4,Delightful,speedy speedest good onebest 4klags load old pcs
review-34c879e1-b307-4b6b-ab85-106bbff57650,Dhanraj Patil,4,Wonderful,good worth money
review-20f5658a-d41d-4059-bf05-ffd2122e3d71,Sivaram K,4,A good quality and powerful hard drive,1 hard disk well designed small sized lightweight easy carry contains usb cable unique connector pin hard disk led light disk indicates connection status2 write read speeds might vary depending pclaptop hardware3 read speed averaged 47 mbs laptop i5 3rd generation processor 4 gb ram usb 30 port4 write speed averaged 34 mbs laptop stated 18read
review-c19683f7-81b4-4143-89af-abfad396d8a1,Surajit Das,5,Simply awesome,good product
review-1bb209dc-582c-47d6-967c-81977cb2b782,Kaustubh Chavhan,5,Best in the market!,great productas described
review-bad70c50-0c9f-419b-aa95-31f4cec18022,Raghav vaidya,5,Highly recommended,nice produt
review-36722c85-ad87-475f-9cdc-cfd6c9825a53,Flipkart Customer,4,Pretty good,good
review-f1179a17-01a4-44d8-945b-9be05d8adebb,Avinash Tiwari,5,Perfect product!,good best better looks speed reliability
review-d790660c-c9ca-4543-971d-46609762b381,Hari Om Verma,5,Mind-blowing purchase,thick product incomparison seagate otherwise good
review-58782f4c-c219-4b20-a093-ec005c7c7518,Flipkart Customer,5,Wonderful product.. delivered within 24 hours,wonderful product got delivered 24 hours
review-76c2d527-1eab-4fc6-84bc-f1a126bcfc33,Jemish Chanllawala,4,Works as expected,used 23 times till havent found flaw looks nice write speed average 25 mbs
review-04504720-6ea7-43c3-aea9-449a9f38b615,Flipkart Customer,4,Good quality product,awesome
review-6484161a-bd09-48a3-b500-cc6b31dfe997,Flipkart Customer,5,Terrific purchase,dashy colours performance
review-861fc274-a788-45e7-93ba-99c8f14096c6,Prasenjit Sengupta,5,Classy product,amazing fast grt look
review-d7e887fd-4fb0-4f22-9d84-e8a2633fd2d2,Flipkart Customer,5,Worth every penny,perfect size suggest everyone
review-fc90725d-3d86-42f9-97d9-b2d4240a541d,Miraj Patel,5,Fabulous!,good productvery much satisfied timely service packaging product
review-3302003e-418e-46a3-a390-b81ebc93cf9d,Mohit Rao,5,Highly recommended,love product awesome delivery umesh delivered product holijust awesome thx umesh bhaiya thx flipkartnow abt productno complains write speed 40mbps writing small files like backed softwares took 2hrs 40 minutes 210gb dataand yes hdd doesnt heat muchso plus pointand everything else awesome farand yes got full 3 years warrantyits factjust install software comesread
review-2e870084-ebcc-4f47-8cf3-27ff84d36bc3,Vengatesan Selvam,5,VERY GOOD,working good fast delivery
review-c5b65a32-087e-4f3b-aca9-2ef8d802d176,Aswanth Biju,4,Very Good,far goodglossy part easily scratches take care
review-2fe1a48c-69f9-42f2-8e08-2ac571456e1d,veeresh Kumar,4,Pretty good,wd hard drives really goood less cost others trust worthy company like
review-83f97fa1-253c-4bec-8996-e1ad68c0a631,Shashi kant Khalkho,4,Good quality product,excellent productloved
review-4814a5c9-71fe-45d2-b093-e017a481e83f,Flipkart Customer,5,Must buy!,nice product
review-749616a0-dc06-4aa7-a045-bd60e080d8d8,Sylvan Pereira,4,Really Nice,worth would better maintained old design rounded edges looks plasticy scratch prone however performance looks previous models drives
review-c5c4553a-002f-4954-98f1-753498f17f12,satish sharma,5,Fabulous!,nice lock
review-b8cc0f58-7120-412c-ba9e-9b164acf4196,Souvik Mukherjee,4,Pretty good,product superb packaging horrible seller air bubble rapar therevery disappointed packagingotherwise product awesomespecially 4tb price 9999my 4 stars bad packaging
review-d36c4b26-a9df-4eea-9764-3ab09b52f7ec,Flipkart Customer,5,dukes world,good product worth money
review-a652a91e-1d5f-4d96-9ccc-de35283d91be,Sagar Juneja,5,5 stars,value moneybest classgot delivered expected timeall experience flipkart great much delighted
review-6ae36429-2713-4639-9fca-6c58ce60ac9c,NaG,3,Good,handy coolusable upto 363tbit comes softwarewd backupwd drive utilitieswd security
review-3f7f643f-110a-464f-bba7-af9310b1ad5d,Flipkart Customer,5,Mind-blowing purchase,good valuable product rate offeredwd products r worlds best demanded
review-3d705583-e29a-458a-9d79-5b3cb94e2556,Raveendra Reddy,5,Must buy!,ultimate
review-88d12ba5-516d-4714-8604-44d63c90daa4,Mayabk kathor,4,WD passport hard disk,good product colour also good easy handle
review-960e31dd-e7cc-45d6-b6a9-9acc9fb3632e,Senthilmaran G,5,Timely delivery,time good product
review-0f7f025a-32a3-4410-8699-4fcd95f5d728,PADMANABHAN A,5,Great product,compactgood quality productthank
review-767ca36a-27e1-4540-ab99-f9e68838ff97,Manasi Acharjee,5,Awesome,works fine
review-fa0d8190-3d58-4078-a242-ff724396286d,Venkateshwaran Thiagarajan,5,Terrific purchase,flipkart always rocks bought harddisk 10 k price otlf 12 sitesthe delivery also quick
review-bfacf1f0-d775-46a0-9111-b3f7ba27a694,SANTOSH KUMAR,5,WD,great price
review-2c3d4356-bead-46ca-a622-7fb011409790,Sridharchowdary Mutyala,5,Must buy!,good product good price
review-fdca9105-0e39-4a1f-89cb-9aed1c1603fd,Navin rawat,5,Great product,wd passport product good butmy passport connect pc shaking viability
review-1c04b605-e463-4593-9b5a-c06de4314025,Subham Paul,4,Very Good,good buythe writing speed good enough workyou get 900 n something spacewell go ithave heating issue
review-8200c91e-3c28-4d66-a252-9243a2999d70,Kunal Chavan,4,Good choice,small compared previous external hdds truly portable happy coz compact affordable large storage 4tb still cant believe
review-bbc05694-b61b-441d-8a93-49bf4f275301,Kuldeepsinh Lakum,1,Hated it!,normal touch scretch start
review-ddb71931-8f4b-48ea-acc5-56c74802b8fc,George Joseph,5,Just wow!,great
review-79c7d11a-fc76-4d3d-b626-e0dea6fe9710,ARUP GHOSH,5,Worth every penny,fine product ordered yellow one found attractive realitydata transfer really fast u r using real usb 30 devicevibration minimum acceptableno complainable heating issue found
review-15f3a03b-ae08-4052-a04d-576b31c65eea,Aditya Paul,5,Best in the market!,easy install compact
review-0bc8e34f-84ab-4307-8664-e27f4c49496f,CHANDAN RAJ,5,Must buy!,amazing product buy flipkartso fast compact sizelove
review-25b278bb-c403-49fb-93d7-4a21bf530485,Mandeep Singh,5,Awesome,genuine product reasonable price
review-43a4f0e6-2cde-430e-9758-5bec7469d44c,ABID REZA ANSARI,4,Worth the money,data transfer rate around 35 mbsec
review-c9d00f4d-f52e-43e8-a8d7-7ebec228942b,Shashi Nichani,5,Best in the market!,nice reliable good looking
review-d41dbc02-9e38-4dca-9421-bd894c987cbb,Arabinda Manna,5,Terrific purchase,good premium harddisk light weight
review-b5a6ae73-6050-4ac7-a89f-beeca6334da9,Mohan Nawkar,5,Simply awesome,good buy
review-e1d12eef-dfb0-45a4-bf61-2ed60f0c6ff3,Flipkart Customer,5,Good choice,good slim design pretty small handy use loved design thanks wd nd flipcart
review-1053df59-e4dc-4d8d-91a5-17dfec503583,Khalid Mehraj,5,Great product,great product good price go
review-f8828caa-ef0f-4262-aeba-9c5a1d043324,Mathireddy Srikar,4,Wd hard disk,works really good
review-5aa0bddf-8369-463d-853d-033775559424,ANAND SASINDRA,5,Great product,considering design awesome hardisk slightly thicker previous wd passports versions eventhough compact size well overall value money product
review-49f04b94-fef1-4bd7-827b-9688d63fd9ef,vamsee krishna reddy,1,Got best deal price,well wd third external hard drive wd always nothing worrry drive using brand past 5 years thing take care drive scratches surface drive
review-a9d8f001-8edc-4f9c-8b64-62456f6ce46b,Dion Rodrigues,5,Highly recommended,simply amazing worth buying 100 garunted satisfaction
review-181eebe9-8f09-45e0-9e7b-c5b46bcdbfdc,Mohit Kadian,5,Very nice HD in a compact size.,4tb hd compact sizeworking well
review-96f29090-1b45-40bc-b62a-19aff196c18d,Venkat Ch,5,Terrific,good product good working condition
review-8abfac69-eb16-430d-a13e-f8484df82614,Flipkart Customer,5,Classy product,2 weeks since using itgiving 20 28 mbps usb 20overall product goodbut finger print magnet another thingafter buying wd productplease register official website
review-3429029a-d1c9-48d0-b95f-9d9643f5cdc1,Rahul Pandey,5,WD Passport,nice product ordered yellow colour available marketfast delivery flipkart product worth price data transfer rate 40mbs videos got higher connecting usb 30recommended wanna buy
review-eea04457-6d24-4e4b-a6a3-987a3ae3cf92,Vivek Kumar,5,Simply awesome,good
review-c28b905f-c835-4092-8e45-7b9e383a7e1b,Praveen Kumar,4,Wonderful,fast copying usb 30 good
review-7d2a1741-0765-41e3-a098-9b68d64a538e,JAVED SHAIKH,5,Mind-blowing purchase,like
review-e2a0312e-838f-4c12-98bd-ac5021231e0b,Muhammad muzamil mir,5,Excellent,good product
review-80c10b98-9038-4ea2-a55e-c1f303c5fdb0,Flipkart Customer,5,Mind-blowing purchase,looks big quite compact wd best data storage
review-8ebcf6ad-36ad-42cf-b1de-bff745e1c233,sreekanth reddy,5,Worth every penny,good
review-8e764774-a762-47fb-aa93-864026a7cec1,shovan pal,4,Good product,shiny colour good small size better carry
review-dd02b9b0-bdf0-48a7-acdf-a8ca3f85ad56,Lokesh Desai,2,Met some expectations,getting poor transfer speed 1820 mbps
review-a051ea1f-f05f-47c3-9d22-1b336fa7e759,Gaurav Meshram,4,Pretty good,information good except product model id model purchasing gives us complete information official site wdeither way speed goodabout rpm get enough 150mbps copying speedgo model question
review-05ca526b-1ab4-419e-934f-0ce7c660a3cf,Sasi Kumar,5,Excellent as usual WD HDDs,got hdd good discounted price speed good looks size considering storage size much better usb powered great hdd
review-31007f85-066a-4c40-a43b-7277982635d8,Abhishek Kumar,5,Good Product,good product well delivered time value money
review-dd05762c-219b-49c1-a29c-844fb5075bf3,Sourabh Patil,5,WD never disappoints.,excellent hard disk drive 5th wd excellent condition recommend hddalthough price external hdds come lot
review-811c2f9e-6b3e-4ea7-b703-ab7c4653ae73,Sundar Singh Bhandari,5,Just wow!,good
